1003,針筒
1003,針頭
1003,假牙
1003,全口假牙
1003,義肢
1003,義眼
1003,外科植入用眼球晶體
1003,人工關節
1003,牙鑽
1003,傷殘用拐杖
1003,傷病患拐杖用腳套
1003,胃管
1003,壓舌板
1003,聽診器
1003,助聽器
1003,聽障治療儀器
1003,聽障用助聽器
1003,神經錘
1003,手術台
1003,手術刀
1003,外科用刀
1003,血壓計
1003,體溫計
1003,肛溫計
1003,眼壓計
1003,脈搏計
1003,助行器
1003,牙科用洗牙機
1003,打釘器
1003,拆釘器
1003,子宮鏡
1003,針灸針
1003,電子針灸器
1003,溫灸器
1003,麻醉儀器
1003,灌腸器
1003,採血針
1003,導尿管
1003,濾血器
1003,頭皮針
1003,抽痰管
1003,洗腎機
1003,血液透析器
1003,氧氣口罩
1003,洗腎導管
1003,子宮刮匙
1003,人工齒根
1003,牙科醫生用鏡
1003,氧氣鼻管
1003,安全套針
1003,套管針
1003,人工血管
1003,齒列矯正用器具
1003,牙齒矯正器用縛帶
1003,手術縫合針
1003,傷口縫合針
1003,手術縫合線
1003,嬰兒保溫箱
1003,無影手術燈
1003,醫療用燈
1003,血液分析器
1003,驗血儀器
1003,陰道擴張器
1003,牙齒矯正架
1003,子宮內診鏡
1003,醫療用內視鏡
1003,視力檢查表
1003,穴道探知器
1003,靜脈注射器
1003,醫療用點滴器
1003,醫療用點滴瓶
1003,子宮擴張器
1003,醫療用檢測儀器
1003,皮膚檢查器
1003,心搏檢測器
1003,骨科牽引台
1003,醫療用牽引器
1003,婦科檢診台
1003,手術顯微鏡
1003,聽力檢查儀
1003,外科用電刀
1003,人工呼吸器
1003,復甦儀器
1003,呼吸輔助器
1003,心臟電擊器
1003,醫用電擊器
1003,皮下注射器
1003,醫療用針
1003,牙齒研磨器
1003,握把復健器
1003,心律調整器
1003,視力驗光儀器
1003,角膜曲率計
1003,眼底鏡
1003,醫療用供氧器
1003,人工心臟
1003,心電圖機
1003,心電圖用電極片
1003,復健用學步車
1003,牙科用Ｘ光機
1003,醫療用Ｘ光機
1003,外科醫生用鏡
1003,顱內壓檢測器
1003,醫療用放射儀器
1003,放射治療儀器
1003,心音圖記錄器
1003,雷射手術儀器
1003,醫療用雷射
1003,牙科用扶手椅
1003,醫療用扶手椅
1003,血糖機
1003,血尿毒氮分析儀
1003,肌氨酸酐分析儀
1003,二氧化碳培養器
1003,電子打鼾防止器
1003,胎兒心拍測聽器
1003,醫療用幫浦
1003,病人管灌餵食器
1003,壁式站立輔助器
1003,泌尿醫用沖洗器
1003,驗光焦距測量機
1003,醫用套管
1003,中央靜脈壓檢測器
1003,放射性藥物注入器
1003,心導管專用多啟栓
1003,人造可吸收之縫合線
1003,眼科檢查儀器
1003,眼角膜檢查儀器
1003,眼科手術清洗抽取唧筒
1003,矯正股關節之醫療器具
1003,醫療診斷用超音波掃描器
1003,醫療用復健器具
1003,物理治療器具
1003,外科手術用止血夾
1003,加壓止血器
1003,電腦斷層掃描儀
1003,核磁共振造影機
1003,將牙齒內污垢吸出之牙醫用導管
1003,點滴注射呼叫器
1003,拔罐器
1003,醫療用細菌培養器
1003,牙齒漂白燈
1003,醫療用注射器
1003,尿道注射器
1003,子宮注射器
1003,醫療用導管
1003,手術用釘
1003,假牙用釘
1003,醫療檢診台
1003,人工器官
1003,靜脈留置針
1003,電位治療器
1003,手術切骨器
1003,振動拍痰器
1003,醫用鉗
1003,外科手術用鉗夾
1003,點滴量控制器
1003,手術用擴孔器
1003,手術鑽
1003,牙刮器
1003,拔牙鉗
1003,醫用探針
1003,尿道探針
1003,牙鑽架
1003,接骨板
1003,接骨釘
1003,接骨桿
1003,接骨器
1003,磨骨機
1003,支氣管鏡
1003,自動注射控制器
1003,黃膽照光治療燈
1003,醫療用肺活量計
1003,血管夾
1003,陰道沖洗器
1003,下體沖洗袋
1003,陰道塗藥器
1003,水療復健槽
1003,心肺機
1003,胎兒吸出器
1003,人工造口器
1003,耳溫槍
1003,肺功能分析儀
1003,醫療分析儀器
1003,義乳
1003,義顎
1003,羊腸線
1003,解剖刀
1003,家畜助產用器具
1003,醫療用電毯
1003,醫療用電熱墊
1003,外科用電熱敷墊
1003,醫療用電極
1003,醫療用電刺激帶
1003,醫療用電帶
1003,外科用剪
1003,外科用鋸
1003,割雞眼刀
1003,麻醉面罩
1003,胃鏡
1003,醫療用灌腸器
1003,血球計數儀
1003,血袋
1003,點滴袋
1003,灌腸引流袋
1003,小便失禁用尿道袋
1003,大腸截除病患集便袋
1003,病患用食品餵食袋
1003,醫療用引流管
1003,排卵測定器
1003,吸鼻器
1003,人工肛門袋
1003,洗鼻器
1003,組織液引流袋
1003,外科用人造皮膚
1003,外科用器械消毒清洗機
1003,脈搏血壓計
1003,脂肪測量計
1003,外科用器具
1003,外科用儀器
1003,傷口縫合材料
1003,醫療用電極片
1003,醫療用膽紅素測定器
1003,醫療用免疫測定儀器
1003,尿液檢查儀器
1003,體外震波碎石機
1003,醫療用紫外線過濾器
1003,醫療用石英燈
1003,醫療用鐳管
1003,敷藥器
1003,敷藥用容器
1003,外科用植入物
1003,外科用人工材料植入物
1003,醫療用紫外線燈
1003,醫療用噴霧器
1003,醫療用Ｘ光管
1003,醫療用Ｘ光防護裝置
1003,醫療器具專用箱
1003,外科醫生用器具箱
1003,醫生用器具箱
1003,外科醫生專用箱
1003,醫生專用箱
1003,醫療儀器
1003,人工腎臟
1003,牙科用器具
1003,牙科用電動器具
1003,牙科用印模材料攪拌機
1003,獸醫用器具
1003,獸醫用儀器
1003,注射器
1003,針劑注射器
1003,醫療器具
1003,醫療用診斷器具
1003,醫療器具用消毒紙袋
1003,醫療用彎盆
1003,醫療用盆
1003,沖洗體腔裝置
1003,外科用探條
1003,去勢鉗
1003,獸醫用放血針
1003,醫用導線
1003,植髮用人工毛髮
1003,腹腔充氣機
1003,產科用器械
1003,刮舌器
1003,泌尿科用器具
1003,泌尿科用儀器
1003,醫療用放射線遮屏
1003,醫療用燻蒸器
1003,電氣治療器
1003,熱氣治療器具
1003,矯形用品
1003,醫療廢棄物專用容器
1003,微晶磨皮機
1003,冠狀動脈支架
1004,醫療用Ｘ光片
1005,按摩器
1005,美容用按摩器
1005,增高器
1005,隆乳器
1005,氣功機
1005,指壓器
1005,帶式按摩器
1005,電氣美容儀器
1005,超音波洗顏器
1005,腳底按摩器
1005,電子按摩減肥器
1005,吸粉刺機
1005,電動按摩椅
1005,電動按摩椅墊
1005,搖擺機
1005,按摩棒
1005,按摩用手套
1005,氣血循環機
1005,揉捏機
1005,刮痧板
1005,電動按摩器
1005,醫療用熱氣振動按摩器
1005,振動按摩器
1005,床用振動按摩器
1005,電動按摩床
1005,水療機
1005,足部水療機
1007,手術帽
1007,病床用吸水床單
1007,拘束衣
1007,手術前後用治療服
1007,帶輪擔架
1007,醫療用床
1007,醫療用特製家具
1007,點滴架
1007,病床用便盆
1007,病床用尿壺
1007,醫療用痰盂
1007,醫療用手套
1007,醫療用氣墊
1007,醫療用氣褥墊
1007,防褥瘡氣墊
1007,病患身體瘡瘍防壓墊
1007,醫療用緩衝墊
1007,醫療用氣枕
1007,救護車用擔架
1007,醫療用水床
1007,便器椅
1007,手術服
1007,醫療用口罩
1007,浴用舉升器
1007,病人專用沐浴車
1007,病患用洗澡椅
1007,病患吊升器
1007,病患移位滑板
1008,奶瓶
1008,奶嘴
1008,奶瓶用奶嘴
1008,安撫奶嘴
1008,奶瓶蓋
1008,出牙環
1008,嬰兒固齒器
1008,吸乳器
1008,吸奶頭器
1008,電氣奶瓶消毒器
1008,奶瓶流量調節器
1008,哺乳器具
1008,母乳保存袋
1009,避孕器
1009,保險套
1009,子宮帽
1009,非化學性避孕器具
1009,包皮環
1009,子宮托
1009,性愛娃娃
1010,聽力保護用耳塞
1010,聽力保護器
1010,耳挖
1010,冰枕
1010,醫療用冰袋
1010,醫療用水袋
1010,急救用熱敷袋
1010,熱氣治療器具
1010,投藥用匙
1010,藥粉吸進器
1010,吸入器
1010,擠青春痘棒
1010,足穹護帶
1010,腳指彎曲矯正墊
1010,腳指重疊矯正套環
1010,腳後跟平衡墊
1010,背部校正帶
1010,醫療用護頸
1010,牙科印模托盤
