1,工業、科學、照相、農業、園藝、林業用化學品；未加工人造樹脂、未加工塑膠；肥料；滅火製劑；回火及焊接製劑；保存食品用化學物；鞣劑；工業用黏著劑。
2,漆、清漆、亮光漆；防銹劑及木材防腐劑；著色劑；媒染劑；未加工天然樹脂；塗裝、裝潢、印刷業者與藝術家用金屬箔及金屬粉。
3,洗衣用漂白劑及其他洗衣用劑；清潔劑、擦亮劑、洗擦劑及研磨劑；肥皂；香料、精油、化粧品、髮水；牙膏。
4,工業用油及油脂；潤滑劑；灰塵吸收劑、灰塵濕潤劑及灰塵黏著劑；燃料（包括汽油）及照明用燃料；照明用蠟燭、燈芯。
5,醫藥用及獸醫用製劑；醫療用衛生製劑；醫療用或獸醫用膳食品、嬰兒食品；人用及動物用膳食補充品；膏藥、敷藥用材料；填牙材料、牙蠟；消毒劑；殺蟲劑；殺真菌劑、除草劑。
6,普通金屬及其合金；金屬建築材料；可移動金屬建築物；鐵軌用金屬材料；非電氣用纜索及金屬線；鐵器、小五金；金屬管；保險箱；不屬別類之普通金屬製品；礦砂。
7,機器及工具機；馬達及引擎（陸上交通工具用除外）；機器用聯結器及傳動零件（陸上交通工具用除外）；非手動農具；孵卵器；自動販賣機。
8,手工用具及器具（手動式）；刀叉匙餐具；佩刀；剃刀。
9,科學、航海、測量、攝影、電影、光學、計重、計量、信號、檢查（監督）、救生和教學裝置及儀器；電力傳導、開關、轉換、蓄積、調節或控制用裝置及儀器；聲音或影像記錄、傳送或複製用器具；磁性資料載體、記錄磁碟；光碟、數位影音光碟和其他數位錄音媒體；投幣啟動設備之機械裝置；現金出納機、計算機、資料處理設備、電腦；電腦軟體；滅火裝置。
10,外科、內科、牙科與獸醫用之器具及儀器、義肢、義眼、假牙；矯形用品；傷口縫合材料。
11,照明、加熱、產生蒸氣、烹飪、冷凍、乾燥、通風、給水及衛浴設備。
12,交通工具；陸運、空運或水運用器械。
13,火器；火藥及發射體；爆炸物；煙火。
14,貴重金屬與其合金及不屬別類之貴重金屬製品或鍍有貴重金屬之物品；首飾、寶石；鐘錶及計時儀器。
15,樂器。
16,不屬別類之紙、紙板及其製品；印刷品；裝訂材料；照片；文具；文具或家庭用黏著劑；美術用品；畫筆；打字機及辦公用品（家具除外）；教導及教學用品（儀器除外）；包裝用塑膠品（不屬別類者）；印刷鉛字；打印塊。
17,不屬別類之橡膠、馬來樹膠、樹膠、石棉、雲母及該等材料之製品；生產時使用之擠壓成型塑膠；包裝、填塞及絕緣材料；非金屬軟管。
18,皮革及人造皮革、不屬別類之皮革及人造皮製品；動物皮、獸皮；行李箱及旅行袋；傘及遮陽傘；手杖；鞭、馬具。
19,建築材料（非金屬）；建築用非金屬硬管；柏油、瀝青；可移動之非金屬建築物；非金屬紀念碑。
20,家具、鏡子、畫框；不屬別類之木、軟木、蘆葦、籐、柳條、角、骨、象牙、鯨骨、貝殼、琥珀、珍珠母、海泡石製品及該等材料之代用品或塑膠製品。
21,家庭或廚房用具及容器；梳子及海綿；刷子（畫筆除外）、製刷材料；清潔用具；鋼絲絨；未加工或半加工玻璃（建築用玻璃除外）；不屬別類之玻璃器皿、瓷器及陶器。
22,繩索、細繩、網、帳蓬、遮篷、塗焦油或蠟之防水篷布、帆、粗布袋及袋（不屬別類者）；襯墊及填塞材料（橡膠或塑膠除外）；紡織用纖維材料。
23,紡織用紗及線。
24,不屬別類之紡織品及紡織製品；床罩；桌巾。
25,衣著、靴鞋、帽子。
26,花邊及刺繡品、飾帶及辮帶；鈕扣、鉤扣、別針及針；人造花。
27,地毯、小地毯、地墊及草蓆、亞麻油地氈及其他鋪地板用品；非紡織品壁掛。
28,遊戲器具及玩具；不屬別類之體操及運動器具；聖誕樹裝飾品。
29,肉、魚肉、家禽肉及野味；濃縮肉汁；經保存處理、冷凍、乾製及烹調之水果及蔬菜；果凍、果醬、蜜餞；蛋；乳及乳製品；食用油及油脂。
30,咖啡、茶、可可及代用咖啡；米；樹薯粉及西谷米；麵粉及穀類調製品；麵包、糕餅及糖果；冰品；糖、蜂蜜、糖漿；酵母、發酵粉；鹽；芥末；醋、醬（調味品）；調味用香料；冰。
31,不屬別類之穀物及農業、園藝及林業產品；活動物；新鮮水果及蔬菜；種子；天然植物及花卉；動物飼料、釀酒麥芽。
32,啤酒；礦泉水與汽水及其他不含酒精之飲料；水果飲料及果汁；製飲料用糖漿及其他製劑。
33,含酒精飲料（啤酒除外）。
34,菸草；菸具；火柴。
35,廣告；企業管理；企業經營；辦公事務。
36,保險；財務；金融業務；不動產業務。
37,建築物建造；修繕；安裝服務。
38,電信通訊。
39,運輸；貨品包裝及倉儲；旅行安排。
40,材料處理。
41,教育；提供訓練；娛樂；運動及文化活動。
42,科學及技術性服務與研究及其相關之設計；工業分析及研究服務；電腦硬體、軟體之設計及開發。
43,提供食物及飲料之服務；臨時住宿。
44,醫療服務；獸醫服務；為人類或動物之衛生及美容服務；農業、園藝及林業服務。
45,法律服務；為保護財產或個人所提供之安全服務；為配合個人需求由他人所提供之私人或社會服務
